"['[AET0_AT0_AD0_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.3_0.0]', ['deconv_30'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.138_0.0]', ['deconv_33'], '[4]', '[45]', '[1.0]']","['[AET0_AT0_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.172_0.0]', ['deconv_34'], '[4]', '[45]', '[1.0]']","['[AET0_AT0_AD0_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.256_0.0]', ['deconv_38'], '[4]', '[45]', '[1.0]']","['[AET+_AT0_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.164_0.0]', ['deconv_39'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.061_0.003]', ['deconv_40'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.159_0.0]', ['deconv_41'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.178_0.0]', ['deconv_42'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.099_0.0]', ['deconv_43'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.137_0.0]', ['deconv_44'], '[4]', '[45]', '[1.0]']","['[AET+_AT0_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.148_0.0]', ['deconv_48'], '[4]', '[45]', '[1.0]']","['[AET+_AT+_AD+_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.106_0.0]', ['deconv_50'], '[4]', '[45]', '[1.0]']","['[AET0_AT0_AD0_AC0_AR0_AP10_AP20__-AA-__ET0_T0_D0_C0_R0_P10_P20__-A-__BL0_ETL0_TL0_DL0_CL0_RL0_PR1L0_PR2L0_-M-_0.225_0.0]', ['deconv_52'], '[4]', '[45]', '[1.0]']"
0.08346501983685307,0.08989722387353215,-0.049052407439810666,0.03583535750308871,-0.05132969844194966,0.2885617063224052,0.003912322197389444,-0.05289303092144813,0.01599366364522951,0.1145913921832583,0.05144184281982406,-0.0034173677523366493,-0.03823668186950999
0.11898992397007338,-0.03693184853430783,-0.07348968052268583,-0.029943564265885084,0.03376062008471978,0.09305150696390052,0.29485979801966283,0.023016158479765427,0.03664805758233485,0.08156336723838428,-0.08012046478760698,0.14598126981552706,-0.009101944841494618
0.15056664965724428,0.030688032788756283,0.2175326952516537,0.05399256125994032,-0.058962623917348723,0.018995273368197927,0.3381618471786138,0.21949295493259469,-0.004525092671892305,-0.07440561088936463,0.039856957282977945,-0.16079033055138275,0.28000656764570014
0.02770023927489002,0.02511220857296305,0.029059178665267225,-0.029496348689431212,0.04088674333394151,0.018995273368197927,0.3352754938884497,-0.01630940886924709,0.07604380273865062,-0.044992990861865916,0.22920165093766648,-0.05192411976101924,-0.015775306234732195
-0.046770115649677035,0.017355692605459123,0.10574674046733393,-0.08351030498716638,-0.08962337965055019,0.018995273368197927,0.0511551293342352,0.4136755065265236,-0.00017895757239012354,0.12975762109292252,-0.10786352214582529,0.06617047632952612,0.07425512279920714
0.2213788608467581,0.030552627476260714,-0.04841642810204171,0.01219078600989763,0.03374817044419568,-0.01116079706346594,-0.11233405895837727,-0.10273075380067702,-0.008412627041612003,0.2276281329069086,0.021339826618510263,-0.11055084919489923,0.0966141552739106
0.0536272364146971,0.18440679012397,0.17950489196790037,0.17286997610120103,-0.11797907056144474,-0.08987093742216555,-0.08652328658280449,0.01429705470149341,0.058193207768926315,0.10581540311285795,0.06735485169400826,-0.11123441140486917,0.07718749864922912
-0.04313867120668248,-0.14554666943154754,-0.005833843975936488,0.03756808685088958,0.016516840271971894,0.09770541372689752,-0.10372313871330488,0.06505095725354118,0.026636983015201596,-0.008048178057789722,-0.1157433161249169,-0.13856810832916053,0.25183263120856625
0.17360497512545167,0.22276612331674386,0.16250053257074557,-0.04043592695326691,0.16701812874067648,-0.06764871519994334,-0.08217798852671342,0.08879021049228372,-0.07025255604925762,0.035761767370885086,0.08711874838748404,0.02053758381768648,-0.06299864608097082
0.04992246149711223,-0.07665204025734482,0.013449779974678907,0.08612215677792534,0.18620923684804155,0.04121749559042015,0.10345922414374947,-0.0195607154716019,0.11800086713543621,0.13488977634084173,-0.14401430230833065,0.33151193602435763,-0.015775306234732195
-0.1051431180344046,0.13854943340533932,-0.07038688476433999,-0.04478206205276905,-0.011959790040482584,0.04121749559042015,0.02540354553571414,0.09744060303849711,-0.013764637912780224,-0.1874217814169487,0.1959849591778475,0.23299586500120661,0.05581769015236103
0.124354269017561,0.2434223355036698,0.3154383742946848,0.08853516985137087,0.04566668272943723,0.19452815082522806,-0.0412425779505712,0.22972029396390928,0.11732379509980548,0.5966279489072758,0.028745746002756492,0.0883926985517483,-0.06032688332103706
0.2298932204431266,0.08079509737684513,-0.06935079159739403,0.10293925441944525,-0.055620449826132616,0.05258469218800463,0.3675752286475214,0.4827732946926047,0.030679806531664213,-0.00024319914153972204,0.35841791068949236,0.004988174408311081,0.17206308419724164
0.15567659256771205,-0.05951203539807458,0.07699586270575517,0.03322278879479849,-0.16184399142209438,0.06568461813339001,0.1904242749679995,0.315072003709521,0.14979156781834568,0.13495465294136674,-0.002446417595853334,0.18813661306527496,0.05528976132716562
